text,character,scene,order,season,episode,conversation,sentiment,sentiment_class,objectivity,objectivity_class,lda_topic,lda_keywords,nmf_topic,nmf_keywords,x_coord,y_coord,z_coord,scene_inc
"I don’t know. I mean I-I guess I could. It’s just that we didn’t really end things such good terms. And if I go over there I’d be ignoring the one thing she asked me to do when we broke up, jump up my own ass and die.",Ross Geller,s08_e17_c02,81702,8,17,2,0.2375,POSITIVE,0.5974999999999999,NEUTRAL,4,right ross mean okay ve got just oh don know,1,ve didn think want right like mean don just know,5.510854721069336,6.256302356719971,2.9817886352539062,380
"Yeah, yeah I like him a lot. Yeah, otherwise I’m not going.",Rachel Green,s08_e18_c02,81802,8,18,2,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,2,don right got ve ross just know okay oh yeah,2,mean hear sure really didn going weird got good yeah,7.581049919128418,5.011547088623047,4.627912998199463,381
Hey! Ya wanna hang back and take our own cab?,Ross Geller,s08_e18_c02,81802,8,18,2,0.3,POSITIVE,0.5,NEUTRAL,3,just ok don god did yeah know wait oh uh,6,umm time wanna huh alright going thank guys good hey,8.371381759643555,5.676036834716797,1.9530686140060425,381
"This is such a great party! 35 years. Very impressive, do you guys have any pearls of wisdom? Hmmm.... Yeah, if you’re going to do the ears, you might as well take a pass at the nosal area. No, I know I don’t either, but ya know what, it’s their party, and it’s just one night. And we don’t even have to lie; we just won’t say anything. If it comes up again, we’ll just...smile. We’ll nod along.",Rachel Green,s08_e18_c03,81803,8,18,3,0.6666666666666666,STRONGLY POSITIVE,0.75,SUBJECTIVE,9,ross don mean gonna right yeah oh just okay know,1,ve didn think want right like mean don just know,7.284471035003662,3.6027345657348633,3.248246431350708,382
"No, us having to lie about being married. We love marriage!",Ross Geller,s08_e18_c03,81803,8,18,3,0.4375,POSITIVE,0.425,NEUTRAL,4,right ross mean okay ve got just oh don know,1,ve didn think want right like mean don just know,5.4486260414123535,5.42320442199707,4.692054748535156,382
"But it was beautiful. I mean it was small, but kind of spectacular. What? I’m not you. This may be the only wedding I ever have. I want it to be amazing. Okay, Ross, it has to be realistic.",Rachel Green,s08_e18_c04,81804,8,18,4,0.30601851851851847,POSITIVE,0.735648148148148,SUBJECTIVE,2,don right got ve ross just know okay oh yeah,9,ugh wait thank don great need think come really ross,5.478318214416504,5.24400520324707,4.5082292556762695,383
"Yeah baby! Would you excuse us for a second? Umm.... what are you doing? Okay, okay. Ooooh, ooh maybe I rode in on a Harley. Well, um, actually, I-I took her to the planetarium. That’s-that’s where we had our first date. Um, she walked in and I had the room filled with lilies, her favorite flower... Then, Fred Astaire singing The Way You Look Tonight came on the sound system, and the lights came down. And I got down on one knee and written across the dome in the stars were the words ”Will you marry me?”",Ross Geller,s08_e18_c04,81804,8,18,4,0.19898989898989902,NEUTRAL,0.3964646464646464,OBJECTIVE,8,like come look hey yeah ross ok just oh know,4,time wanna baby good umm ll let look right okay,5.6009521484375,5.569789886474609,4.068601131439209,383
"Ross, it just wouldn’t have been feasible. It was really fun being married to you tonight. Okay Ross, can I uh, can I ask you something? That proposal, at the planetarium... Are you kidding?! With the, with the lilies, and-and the song, and the stars! It was...really wonderful! Did you just make that up? Well, that would’ve been very hard to say no too. Goodnight. I will think about it.",Rachel Green,s08_e18_c06,81806,8,18,6,0.39041666666666663,POSITIVE,0.5308333333333334,NEUTRAL,2,don right got ve ross just know okay oh yeah,9,ugh wait thank don great need think come really ross,5.554806709289551,5.354001522064209,4.445826053619385,384
"But having a dove place the ring on your finger would’ve been no problem? Yeah! And! And, it was the easiest 400 bucks I’ve ever made. Yeah. I know, I know it was stupid. No, actually I thought about it when, when we were going out. It’s how I imagined I uh, I would ask you to marry me. It’s a good thing I didn’t do it, because it sounds like it would’ve been a very expensive wedding. Okay, good night. That’s all I’m askin’.",Ross Geller,s08_e18_c06,81806,8,18,6,0.075,NEUTRAL,0.6183333333333334,SUBJECTIVE,2,don right got ve ross just know okay oh yeah,2,mean hear sure really didn going weird got good yeah,5.498080253601074,5.274045944213867,4.448418140411377,384
"Come on! We will be there for you the whole time! Just remember gal pal Rachel Green. Ha-ha! I’m gonna be in Soap Opera Digest! And not just in the dumb crossword puzzle. Seriously, proud of you.",Rachel Green,s08_e19_c01,81901,8,19,1,0.09062500000000001,NEUTRAL,0.55,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,8,like doing sure make great right weird just come gonna,7.213697910308838,5.286417484283447,3.137444496154785,385
Hey!,Ross Geller,s08_e19_c01,81901,8,19,1,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,5,rach just know um little want fine don hey uh,6,umm time wanna huh alright going thank guys good hey,8.02131175994873,3.361182451248169,0.9405440092086792,385
"Yeah, that’s gonna get you into Soap Opera Digest. Well I......I would just like to say that Joey truly has enriched the days of our lives. You too!",Rachel Green,s08_e19_c07,81907,8,19,7,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,1,come really good guys know don just yeah uh oh,8,like doing sure make great right weird just come gonna,7.709549427032471,6.772716999053955,5.066954612731934,386
Who just lost the respect of her unborn child.,Ross Geller,s08_e19_c07,81907,8,19,7,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,7,right uh know don like think ross just oh okay,1,ve didn think want right like mean don just know,6.166600227355957,6.9253997802734375,3.0710763931274414,386
"And that’s Phoebe, and that’s Joey.",Rachel Green,s08_e19_c12,81912,8,19,12,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,6,really say don hi look know just like gonna okay,1,ve didn think want right like mean don just know,7.585967063903809,7.1989850997924805,4.739265441894531,387
Hi Jill. Amazing! Amazing!,Ross Geller,s08_e19_c12,81912,8,19,12,0.7500000000000001,STRONGLY POSITIVE,0.9,STRONGLY SUBJECTIVE,2,don right got ve ross just know okay oh yeah,7,monica looks ve think got jill believe really guys hi,7.961426734924316,3.3887405395507812,0.8603296875953674,387
"Oh we did, but my mom got us the greatest gift of all. No. She’s going to live with us for eight weeks. Yes! She’s gonna help us take care of the baby! Woo-hoo.",Rachel Green,s08_e20_c07,82007,8,20,7,0.6065340909090909,STRONGLY POSITIVE,0.75,SUBJECTIVE,2,don right got ve ross just know okay oh yeah,8,like doing sure make great right weird just come gonna,5.899773120880127,5.1284685134887695,4.19072151184082,388
"A Play-Dough Barber Shop? Uh, what? What-You’re not serious. I mean she’s a very nice woman, but there is no way we can take eight weeks of her. She’ll drive us totally crazy.",Ross Geller,s08_e20_c07,82007,8,20,7,0.00854166666666667,NEUTRAL,0.8135416666666666,STRONGLY SUBJECTIVE,1,come really good guys know don just yeah uh oh,5,did umm night wow wanna wha um rach huh uh,5.967117786407471,6.231356143951416,2.271559000015259,388
Oh no? Pheebs? Monica? Do I know anything about babies? Hello?! I still don’t know what the hell I’m doing! I hope you’re going somewhere with this. Really? Thank you.,Rachel Green,s08_e20_c09,82009,8,20,9,0.2,NEUTRAL,0.2,STRONGLY OBJECTIVE,8,like come look hey yeah ross ok just oh know,1,ve didn think want right like mean don just know,7.085704326629639,6.754208564758301,3.159614324569702,389
"I’m-I’m sure that’s not true. Oh, come on, every first time mother feels that way. You’ll-you’re gonna pick it up. Hey! You will! Uh look, y’know when you first came to the city? You were this spoiled helpless little girl who-who still used daddy’s credit card. Do you remember? Look at you! What-You’re-you’re this big executive! You are much more capable than you give yourself credit for. I-I have no doubt you’re gonna be an incredible mother. I’m telling you.",Ross Geller,s08_e20_c09,82009,8,20,9,0.25902777777777775,POSITIVE,0.5117283950617284,NEUTRAL,8,like come look hey yeah ross ok just oh know,8,like doing sure make great right weird just come gonna,7.600197792053223,6.5483832359313965,3.161367416381836,389
"Yes, I’ve done my studying and I really know my stuff. Uh, put your elbow in it. Full, dry, on its back, and no loose covers. Check if it’s wet, check if it’s hungry, burp it! A card! A card! I pick a card!",Rachel Green,s08_e20_c10,82010,8,20,10,0.046275707799145305,NEUTRAL,0.3365384615384615,OBJECTIVE,4,right ross mean okay ve got just oh don know,5,did umm night wow wanna wha um rach huh uh,9.22819709777832,4.234208583831787,1.7005934715270996,390
"You sure? All right then. Rachel Green! Let’s play Bamboozled! How do you test the temperature of the baby’s bath water? Excellent! How do you put a baby down for a nap? That’s correct! This is an audio question, what do you do when the baby makes this sound? Excellent! Excellent, now-now do you want another question or a Wicked Wango card? Oh, I’m sorry you’ve been Bamboozled! You’re gonna be a terrible mother! I’ve lost sight of why we’re doing this!",Ross Geller,s08_e20_c10,82010,8,20,10,0.20537698412698413,POSITIVE,0.7413492063492063,SUBJECTIVE,7,right uh know don like think ross just oh okay,8,like doing sure make great right weird just come gonna,7.1053972244262695,6.691341400146484,2.6932222843170166,390
"I am freaking out! My due date is in one week! That is seven days! No-no-no-no-no Ross! Please, come on we do not have any of the big stuff we need! We do not a changing table! We do not have a crib! We do not have a diaper service! I’m serious. Okay. Thank you. That’s great. Thank you. Wait-wait! Where on west 10th? Because there’s this really cute shoe store that has like this little... Oh, wait Ross! I’m sorry, one more thing! Umm, our situation. Y’know umm, what we mean to each other. And I mean we-we’re having this baby together, and we live together. Isn’t that, isn’t that weird? I’m just kidding! You can go pee!",Rachel Green,s08_e21_c02,82102,8,21,2,-0.005838237283549779,NEUTRAL,0.6172619047619047,SUBJECTIVE,9,ross don mean gonna right yeah oh just okay know,9,ugh wait thank don great need think come really ross,6.763794422149658,5.993330001831055,3.3285584449768066,391
"What?! What? Are ya? What are you doing up? Okay look, I had a lot of water before I went to bed. Can we do this after... It’s funny you should mention diapers. Okay look, there’s nothing to worry about. We have plenty of time. There’s a great baby furniture store on west 10th. Tomorrow, we will go there and we will get you everything that you need. Okay? Okay. Okay. If uh, if you’re gonna do this, then I’m gonna do that. So... Yeah! Well uh...",Ross Geller,s08_e21_c02,82102,8,21,2,0.525,POSITIVE,0.6071428571428571,SUBJECTIVE,9,ross don mean gonna right yeah oh just okay know,4,time wanna baby good umm ll let look right okay,6.959461688995361,5.847995281219482,2.4257984161376953,391
"No-no-no! No, no, no, we’re not married. Oh my God! I’m standing at a cash register, holding a credit card, and I’m bored.",Rachel Green,s08_e21_c04,82104,8,21,4,-0.328125,NEGATIVE,0.625,SUBJECTIVE,4,right ross mean okay ve got just oh don know,3,honey yes guys love great come thank sorry god oh,5.531095504760742,5.480048179626465,4.650939464569092,392
"Oh. We are having a baby together, but we’re not involved. I mean, uh we-we were seeing each other a while ago, but then we were just friends. And then there was one drunken night. Or, yes stranger, we’d like this delivered please. I chose those, I’m a paleontologist.",Ross Geller,s08_e21_c04,82104,8,21,4,-0.21875,NEGATIVE,0.53125,NEUTRAL,2,don right got ve ross just know okay oh yeah,5,did umm night wow wanna wha um rach huh uh,7.371038913726807,7.187779426574707,2.1898183822631836,392
"So, you had a good day huh? Big commission; picked up a daddy.",Rachel Green,s08_e21_c08,82108,8,21,8,0.35,POSITIVE,0.35000000000000003,OBJECTIVE,8,like come look hey yeah ross ok just oh know,6,umm time wanna huh alright going thank guys good hey,8.479007720947266,4.480197429656982,3.7460029125213623,393
"Yeah, I’m just gonna grab my coat. And uh, and my whip. Y’know because of the Indiana Jones? Not-not because I’m-I’m into S&M. I’m not-I’m not into anything weird. Y’know? Just-just normal sex. So, I’m gonna grab my coat.",Ross Geller,s08_e21_c08,82108,8,21,8,-0.175,NEUTRAL,0.825,STRONGLY SUBJECTIVE,9,ross don mean gonna right yeah oh just okay know,8,like doing sure make great right weird just come gonna,6.994733810424805,4.93684196472168,2.116011619567871,393
"Hi! You’re back from your date! I’m fine, but that’s not important. What’s important is how was she? Oh uh-huh, uh-huh, coffee, a little rub-rub-rub under the table. No! No, she’s-She was nice. I mean, she’s a little slutty, but who isn’t? Of course you did Ross, you would date a gorilla if it called you Indiana Jones! No! It’s just that, Kate bothered me. There was nothing wrong with her! All right? She was perfectly lovely! I don’t want you to date her! Yes! And not because I want you to go out with me, but because I don’t want you to go out with anybody! Okay? I know it’s a terrible thing to even think this, and it’s completely inappropriate, but I want you to be at my constant beck and call 24 hours a day! I’m very sorry, but that is just the way that I feel. What?! Really? But I’m being so unreasonable. No, not really. You’re pressing the baby into my bladder and now I have to pee. Sorry. Yeah. Uh-huh. Wow! I don’t know, maybe. I’m... I knew that! I knew that! I was just messin’ with you too! Oh no-no-no-no, no! No that’s just--That’s just ’cause I’m such a good messer! Yeah? Right!",Rachel Green,s08_e21_c14,82114,8,21,14,0.041841558294513456,NEUTRAL,0.636620082815735,SUBJECTIVE,5,rach just know um little want fine don hey uh,1,ve didn think want right like mean don just know,6.325836181640625,5.802252769470215,3.2614681720733643,394
"How are you? Uhh, it was fun. We, we just had coffee. What’s uh, what’s going on? Do you not, do you not like Katie? I liked her. Did you get like a fresh batch of pregnancy hormones today?! Why? What was wrong with her? Okay, so what’s the matter? Why? What, what are you jealous? Okay. I won’t date. I’ll uh, I’ll be here, with you, all the time. True, but you’re allowed to be unreasonable. You’re having our baby. Do you feel better? Uh Rach? Just one thing umm... We live together. You’re having our baby. I’m not gonna see anybody else. Are you-are you sure you don’t want something more? Oh-oh, Rach! I was just messin’ around! Like you did last night when I had to pee? Okay. Okay. Because for a minute you said you... ...that you actually... The bathroom?",Ross Geller,s08_e21_c14,82114,8,21,14,0.33617424242424243,POSITIVE,0.507037037037037,NEUTRAL,7,right uh know don like think ross just oh okay,4,time wanna baby good umm ll let look right okay,6.680092811584473,6.104973793029785,3.291322708129883,394
You. Like you haven’t done enough.,Rachel Green,s08_e22_c02,82202,8,22,2,0.0,NEUTRAL,0.5,NEUTRAL,6,really say don hi look know just like gonna okay,1,ve didn think want right like mean don just know,7.707523822784424,3.8079617023468018,1.1453890800476074,395
"Uh sweetie, maybe you’d be more comfortable here? Look, I-I know how miserable you are, I wish there was something I can do. I mean I wish I were a seahorse. Because with seahorses it’s the male, they carry the babies. And then also umm, I’d be far away in the sea.",Ross Geller,s08_e22_c02,82202,8,22,2,-0.052083333333333336,NEUTRAL,0.68125,SUBJECTIVE,8,like come look hey yeah ross ok just oh know,5,did umm night wow wanna wha um rach huh uh,7.168941497802734,5.747429847717285,3.7995998859405518,395
"In a minute!!! All right, all right. Let’s go! No, I’m fine. Oh uh-uh pal! Don’t call me mommy! It’s bad enough you call your own mother that.",Rachel Green,s08_e22_c05,82205,8,22,5,0.03622271825396826,NEUTRAL,0.623015873015873,SUBJECTIVE,3,just ok don god did yeah know wait oh uh,5,did umm night wow wanna wha um rach huh uh,7.634727954864502,6.384143352508545,3.064412832260132,396
"People ask me why we’re not together, I just don’t know what to tell them. Uh, do you wanna go change first? The doctor’s keeping the office open late for us, but if you hurry... Really? You don’t think that’s a little inappropriate. Fine! Fine! Y’know what? Whatever you want. Okay? You’re the mommy.",Ross Geller,s08_e22_c05,82205,8,22,5,0.18802083333333336,NEUTRAL,0.4541666666666666,NEUTRAL,5,rach just know um little want fine don hey uh,1,ve didn think want right like mean don just know,7.257001876831055,6.22152042388916,3.4756290912628174,396
"Can I ask you something? When Carol was pregnant with Ben... ...were you this irritating? Excuse me?! Well then you just must have a natural talent for it. Okay. Seriously, breathe louder Ross! That’s great! She has the drugs!",Rachel Green,s08_e22_c07,82207,8,22,7,0.1505952380952381,NEUTRAL,0.5238095238095238,NEUTRAL,2,don right got ve ross just know okay oh yeah,9,ugh wait thank don great need think come really ross,7.0338826179504395,6.633018970489502,3.5926666259765625,397
"Yeah? Uh-huh. Mmm? Wow! Oh nothing. Nothing! Just uh, you’ve been a little short with me lately. I’m not trying to irritate you. Y’know what? The doctor will be in soon, why don’t we not speak until then. Y’know we should probably ask the doctor if she even knows how to deliver a baby that’s half human and half pure evil! Oh, you’re nice to her.",Ross Geller,s08_e22_c07,82207,8,22,7,-0.040029761904761915,NEUTRAL,0.5333333333333333,NEUTRAL,1,come really good guys know don just yeah uh oh,5,did umm night wow wanna wha um rach huh uh,7.480177402496338,6.393019199371338,3.065007209777832,397
"Hi! Well, there is one thing that we haven’t tried, but someone thinks that, ”That will open up a can of worms.” I’ll take that bet. Well, I’m miserable here! I might as well make some money out it!",Rachel Green,s08_e22_c09,82209,8,22,9,-0.5,NEGATIVE,0.75,SUBJECTIVE,7,right uh know don like think ross just oh okay,7,monica looks ve think got jill believe really guys hi,8.466409683227539,4.437853813171387,1.3976911306381226,398
"Yeah, we tried them all. We went for a walk, uh we tried a special tea, caster oil, spicy food nothing has worked. What?! Can I get some of that action?",Ross Geller,s08_e22_c09,82209,8,22,9,0.27321428571428574,POSITIVE,0.3357142857142857,OBJECTIVE,5,rach just know um little want fine don hey uh,5,did umm night wow wanna wha um rach huh uh,7.741852760314941,5.342148303985596,2.243644952774048,398
"Ross I-We tried all the spicy food. It’s not working. I am feeling nothing. Speaking of hot, watching you do that really makes me want to have sex with you. Oh come on Ross, why are we wasting our time with this other stuff?! We know what’s gonna work! It’s doctor recommended! Oh come on Ross, we’ve done it before we’ll do it again, it’ll be a nice way to bookend the pregnancy. Make love? What are you a girl? But you will, you will be performing a service. Okay? Just-just think of me as a ketchup bottle, y’know you sometimes you have to bang on the end of it just to get something to come out. Oh, I know it. You’re right. That’s not sexy. Oh...Oh! Whoops! Oh, I seem to have dropped my fork. Let me just bed over and get it. Oh God! Come on Ross! I’m miserable here! Come on! You started this, now you finish it! Come on wuss, make love to me. What?! Oh wow! What now Ross you’re not gonna talk? How on earth will you ever annoy me? Oh wait a minute, I know. I mean you’d think the damn jalepeno would’ve cleared up your sinuses, but no!! That’s not enough... What are you doing?! Oh no. No-no! I think my water just broke. Okay! I got the keys! Okay! Okay! Yeah. Okay.",Rachel Green,s08_e22_c11,82211,8,22,11,0.19909073004201683,NEUTRAL,0.6381302521008403,SUBJECTIVE,9,ross don mean gonna right yeah oh just okay know,3,honey yes guys love great come thank sorry god oh,6.857795715332031,5.448199272155762,2.5311334133148193,399
"Okay here, have one of these peppers. Oh ha... Oh God! So...so hot! Oh my- By the way, you don’t want to touch the pepper and then touch your eye. Stop it. I’m sorry, but we have to have some boundaries! My God, I’m dying. This is insane, I’m not gonna make love to you just so that you’ll go into labor. Always a great way to get in a man’s pants. I love when you talk dirty to me. Okay enough! This is, this is not going to happen. Y’know what? Forget it. I’m getting that baby out of you! Oh, I know. I am good. Okay! Okay! Uh, I got the pillow! I got the bag! You got the keys? Hey! We’re having a baby. Not so much.",Ross Geller,s08_e22_c11,82211,8,22,11,0.2526785714285715,POSITIVE,0.6357142857142856,SUBJECTIVE,7,right uh know don like think ross just oh okay,4,time wanna baby good umm ll let look right okay,6.823216438293457,5.449731349945068,2.4655027389526367,399
"Yes, the hard part is truly over. Ross, you stay here and talk, I’m gonna go have a baby. Give her some money. They’re not!! Ross, they’re just saving them for the important people!! Okay?! What-what if I was the president?! Ow! Ow! Contraction. Ow-ow! Ow-ow!",Rachel Green,s08_e23_c01,82301,8,23,1,0.3897569444444444,POSITIVE,0.6805555555555555,SUBJECTIVE,7,right uh know don like think ross just oh okay,9,ugh wait thank don great need think come really ross,6.471938610076904,6.454885959625244,4.015390872955322,400
"No, but come on, we’re off to a great start aren’t we? I knew I’d get you here fast, but this has got to be some kind of a record! Okay. Okay. Umm hi, this is Rachel Green. I’m Ross Geller. We-we called from the car. Yeah? I really think they’re out of rooms. Well then we’d be in a lot of trouble, you don’t know where any countries are. Okay. Uh, say would you umm... Would you mind checking again to see if any umm, private rooms may have opened up? What-what?",Ross Geller,s08_e23_c01,82301,8,23,1,0.305,POSITIVE,0.48250000000000004,NEUTRAL,2,don right got ve ross just know okay oh yeah,4,time wanna baby good umm ll let look right okay,9.441307067871094,3.8001904487609863,1.8307727575302124,400
"Thank you. Well, I guess we have some time to kill. Yeah well it looks great! Hi! Oh. Here comes another contraction.",Rachel Green,s08_e23_c02,82302,8,23,2,1.0,STRONGLY POSITIVE,0.75,SUBJECTIVE,8,like come look hey yeah ross ok just oh know,7,monica looks ve think got jill believe really guys hi,7.155982494354248,4.3777594566345215,1.3412874937057495,401
"Yeah, guess so. Whew! Check these out! Never done this before. Yeah. Umm say, I-I opened this earlier but let me give you guys some privacy. What? Oh. Okay, just breathe.",Ross Geller,s08_e23_c02,82302,8,23,2,0.25,POSITIVE,0.5,NEUTRAL,2,don right got ve ross just know okay oh yeah,2,mean hear sure really didn going weird got good yeah,9.37710952758789,3.996307134628296,1.280040979385376,401
Oh. Oh wait no. No-no-don’t! Don’t leave me here with these people. No Ross! Ross! Ross! My child has no father!,Rachel Green,s08_e23_c04,82304,8,23,4,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,7,right uh know don like think ross just oh okay,9,ugh wait thank don great need think come really ross,8.491016387939453,5.418771266937256,3.87190318107605,402
"We’re not gonna do that. Later. Oh uh, I’m sorry.",Ross Geller,s08_e23_c04,82304,8,23,4,-0.25,NEGATIVE,0.5,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,8,like doing sure make great right weird just come gonna,8.86538028717041,4.283148288726807,1.2513377666473389,402
"New people. They’re having their baby! It’s not fair Ross we got here first! Right after you left they wheeled her off into delivery. Oh but not before she gave me a juicy shot of little Jamie just crowning away. Well they have uh, some unusual pet names for each other. Including umm, evil bitch and uh, sick bastard. Oh God oh! Contraction! Ooh! Ow!! He’s looking at me.",Rachel Green,s08_e23_c07,82307,8,23,7,-0.16938311688311689,NEUTRAL,0.595573593073593,NEUTRAL,8,like come look hey yeah ross ok just oh know,3,honey yes guys love great come thank sorry god oh,6.616325378417969,6.829611778259277,3.118318557739258,403
"What happened to the Disgustingtons? Wow! Sorry. So uh, how are the new people? Yeah? Okay. What? What? Hey! You wanna live to see your baby?!",Ross Geller,s08_e23_c07,82307,8,23,7,0.11136363636363636,NEUTRAL,0.6909090909090909,SUBJECTIVE,8,like come look hey yeah ross ok just oh know,6,umm time wanna huh alright going thank guys good hey,6.652821063995361,6.646124839782715,3.1185500621795654,403
"Ugh, is she pregnant yet? She doesn’t need to be; she’ll still have the baby before I do. Oh Ross, another contraction!",Rachel Green,s08_e23_c10,82310,8,23,10,0.41666666666666663,POSITIVE,0.5,NEUTRAL,8,like come look hey yeah ross ok just oh know,9,ugh wait thank don great need think come really ross,6.351232051849365,6.905139923095703,2.9940359592437744,404
That’s it. That’s it.,Ross Geller,s08_e23_c10,82310,8,23,10,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,1,come really good guys know don just yeah uh oh,1,ve didn think want right like mean don just know,8.759062767028809,3.469491481781006,1.007159948348999,404
Oh stupid metric system!,Rachel Green,s08_e24_c01,82401,8,24,1,-0.9999999999999999,STRONGLY NEGATIVE,1.0,STRONGLY SUBJECTIVE,1,come really good guys know don just yeah uh oh,3,honey yes guys love great come thank sorry god oh,7.95963716506958,3.7282402515411377,0.7803202867507935,405
Actually it’s more like this.,Ross Geller,s08_e24_c01,82401,8,24,1,0.5,POSITIVE,0.5,NEUTRAL,4,right ross mean okay ve got just oh don know,1,ve didn think want right like mean don just know,8.645408630371094,3.6786699295043945,0.8879054188728333,405
Go get back on that case honey!,Rachel Green,s08_e24_c03,82403,8,24,3,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,7,right uh know don like think ross just oh okay,7,monica looks ve think got jill believe really guys hi,8.33615779876709,4.248080253601074,1.463686466217041,406
Uh Rach...,Ross Geller,s08_e24_c03,82403,8,24,3,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,3,just ok don god did yeah know wait oh uh,5,did umm night wow wanna wha um rach huh uh,8.223455429077148,3.517523765563965,0.6443235874176025,406
I get it!,Rachel Green,s08_e24_c04,82404,8,24,4,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,1,come really good guys know don just yeah uh oh,1,ve didn think want right like mean don just know,8.595897674560547,3.610443592071533,1.0925483703613281,407
Oh there you go! No-no. We...,Ross Geller,s08_e24_c04,82404,8,24,4,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,1,come really good guys know don just yeah uh oh,3,honey yes guys love great come thank sorry god oh,9.458877563476562,3.755002975463867,1.5401535034179688,407
Oh. Look at you making up crap for me. Oh God!,Rachel Green,s08_e24_c09,82409,8,24,9,-1.0,STRONGLY NEGATIVE,0.8,SUBJECTIVE,8,like come look hey yeah ross ok just oh know,3,honey yes guys love great come thank sorry god oh,8.001964569091797,4.105888366699219,0.9444915652275085,408
Y’know what I think it is? I think you’ve made such a nice home for her over the last nine months that she just doesn’t want to leave.,Ross Geller,s08_e24_c09,82409,8,24,9,0.19999999999999998,NEUTRAL,0.5222222222222223,NEUTRAL,1,come really good guys know don just yeah uh oh,1,ve didn think want right like mean don just know,5.557865142822266,6.429827690124512,2.9136641025543213,408
"Oh God twenty seconds my ass!! Don’t say, ”Oh my God!” Oh my God what? Oh God. Is she gonna be okay? I can’t! I can’t. Please, you do it for me. Are you okay? Oh God! Oh, she’s so tiny. Where’d she go? Okay. Well be careful with her, she’s really tiny.",Rachel Green,s08_e24_c11,82411,8,24,11,0.27499999999999997,POSITIVE,0.5833333333333334,NEUTRAL,1,come really good guys know don just yeah uh oh,3,honey yes guys love great come thank sorry god oh,5.900050640106201,6.350000381469727,2.4135005474090576,409
Sweetie you’re doing great. What is that? Yes you can! Hey! Hey! Come on! You can! I know you can do this! Let’s go! No! Come on let’s-One more time! One final push! Ready? 1...2...3! You have no idea how much this hurts. Keep going! Keep going! Oh! Oh my God oh! Oh my God she’s here. Oh it’s okay. They’re just-they’re just wrapping her up.,Ross Geller,s08_e24_c11,82411,8,24,11,0.4772135416666667,POSITIVE,0.5750000000000001,NEUTRAL,1,come really good guys know don just yeah uh oh,3,honey yes guys love great come thank sorry god oh,6.023594856262207,6.250635147094727,2.3924355506896973,409
"So? You guys are all sleep deprived. I don’t see you weeping because you put your slippers on the wrong feet. Oh God. Yeah, and y’know what? I love them both, so why don’t you just pick one and that’ll be it. That’s not her name! I’m sorry, she just doesn’t feel like an Isabella. Oh great! Suddenly she sounds like a biblical whore.",Rachel Green,s08_e24_c12,82412,8,24,12,0.125,NEUTRAL,0.75,SUBJECTIVE,6,really say don hi look know just like gonna okay,3,honey yes guys love great come thank sorry god oh,5.997384548187256,5.991497993469238,2.484299421310425,410
"The doctor says it’s completely normal with all the hormones. Plus, you-you’re sleep deprived. Wow! Umm, okay uh...everyone...this...is Isabella. What? So I guess we’re back to uh, Baby Girl.",Ross Geller,s08_e24_c12,82412,8,24,12,0.19375,NEUTRAL,0.5375,NEUTRAL,5,rach just know um little want fine don hey uh,5,did umm night wow wanna wha um rach huh uh,6.4308319091796875,5.666716575622559,2.485870599746704,410
"Uh-huh. Y’know what I was, I was thinking about? Umm...that kiss before we left the apartment. That was some-something huh? Right. No! No, of course not. No. That’s why I brought it up. They didn’t have any sodas? That’s all right. And so it begins.",Rachel Green,s08_e24_c14,82414,8,24,14,0.21428571428571427,POSITIVE,0.35714285714285715,OBJECTIVE,9,ross don mean gonna right yeah oh just okay know,5,did umm night wow wanna wha um rach huh uh,6.067318916320801,5.230916976928711,3.503985643386841,411
"Hey Janice! Huh? Yeah. Yeah, it really was. But we...we gotta be careful. We...we can’t let that happen again, y’know? I mean we don’t want to go down that road do we? Oh my God! I’m sorry, I was talking to this nurse, completely forgot.",Ross Geller,s08_e24_c14,82414,8,24,14,-0.13449074074074074,NEUTRAL,0.5960648148148148,NEUTRAL,1,come really good guys know don just yeah uh oh,2,mean hear sure really didn going weird got good yeah,6.743926048278809,3.9558634757995605,3.8427209854125977,411
"Oh my God. Okay. So uh...I guess we should...make it official huh? Hey you. Uh yeah, actually I kinda need to talk to you too. I know, I still need to talk to you.",Rachel Green,s09_e01_c01,90101,9,1,1,0.25,POSITIVE,0.3,OBJECTIVE,9,ross don mean gonna right yeah oh just okay know,5,did umm night wow wanna wha um rach huh uh,9.057150840759277,4.167036533355713,1.694559931755066,412
